"dep";"sexe";"jour";"hosp";"rea";"dc";"rad"
"05";2;"2020-10-12";16;0;11;78
"06";0;"2020-10-12";138;20;230;1216
"06";1;"2020-10-12";70;12;123;603
"06";2;"2020-10-12";67;7;105;596
"07";0;"2020-10-12";18;5;122;473
"07";1;"2020-10-12";7;2;86;233
"07";2;"2020-10-12";11;3;35;238
"08";0;"2020-10-12";15;3;65;241
"08";1;"2020-10-12";9;3;40;113
"08";2;"2020-10-12";6;0;24;126
"09";0;"2020-10-12";13;5;3;46
"09";1;"2020-10-12";9;4;3;19
"09";2;"2020-10-12";4;1;0;27
"10";0;"2020-10-12";15;3;138;690
"10";1;"2020-10-12";11;3;88;362
"10";2;"2020-10-12";4;0;50;325
"11";0;"2020-10-12";12;4;62;265
"11";1;"2020-10-12";7;3;45;141
"11";2;"2020-10-12";5;1;17;124
"12";0;"2020-10-12";25;2;28;183
"12";1;"2020-10-12";12;2;18;89
"12";2;"2020-10-12";13;0;10;94
"13";0;"2020-10-12";572;142;723;5612
"13";1;"2020-10-12";353;104;416;2914
"13";2;"2020-10-12";217;37;305;2647
"14";0;"2020-10-12";53;16;90;422
"14";1;"2020-10-12";24;13;60;205
"14";2;"2020-10-12";29;3;30;217
"15";0;"2020-10-12";36;3;16;74
"15";1;"2020-10-12";16;2;11;40
"15";2;"2020-10-12";20;1;5;34
"16";0;"2020-10-12";6;1;16;73
"16";1;"2020-10-12";4;0;9;45
"16";2;"2020-10-12";2;1;7;26
"17";0;"2020-10-12";27;5;57;175
"17";1;"2020-10-12";17;4;38;98
"17";2;"2020-10-12";10;1;19;77
"18";0;"2020-10-12";21;3;100;233
"18";1;"2020-10-12";13;3;48;116
"18";2;"2020-10-12";8;0;52;116
"19";0;"2020-10-12";15;3;43;178
"19";1;"2020-10-12";5;2;31;97
"19";2;"2020-10-12";10;1;12;81
"21";0;"2020-10-12";38;6;263;1016
"21";1;"2020-10-12";18;3;151;470
"21";2;"2020-10-12";19;3;112;542
"22";0;"2020-10-12";15;4;43;263
"22";1;"2020-10-12";9;4;26;118
"22";2;"2020-10-12";6;0;17;145
"23";0;"2020-10-12";3;2;16;93
"23";1;"2020-10-12";3;2;8;51
"23";2;"2020-10-12";0;0;8;42
"24";0;"2020-10-12";17;1;14;118
"24";1;"2020-10-12";9;1;7;65
"24";2;"2020-10-12";8;0;7;53
"25";0;"2020-10-12";16;6;154;672
"25";1;"2020-10-12";7;3;87;345
"25";2;"2020-10-12";9;3;66;327
"26";0;"2020-10-12";52;11;135;588
"26";1;"2020-10-12";28;6;82;317
"26";2;"2020-10-12";23;4;53;271
"27";0;"2020-10-12";70;6;99;342
"27";1;"2020-10-12";31;4;50;171
"27";2;"2020-10-12";37;2;49;170
"28";0;"2020-10-12";33;7;148;653
"28";1;"2020-10-12";20;6;76;317
"28";2;"2020-10-12";11;1;70;317
"29";0;"2020-10-12";24;3;48;235
"29";1;"2020-10-12";15;3;29;130
"29";2;"2020-10-12";9;0;19;102
"2A";0;"2020-10-12";12;3;50;175
"2A";1;"2020-10-12";6;3;28;79
"2A";2;"2020-10-12";6;0;22;96
"2B";0;"2020-10-12";21;4;16;135
"2B";1;"2020-10-12";13;3;7;77
"2B";2;"2020-10-12";8;1;9;58
"30";0;"2020-10-12";92;26;114;486
"30";1;"2020-10-12";55;20;60;251
"30";2;"2020-10-12";36;6;54;235
"31";0;"2020-10-12";151;37;118;1107
"31";1;"2020-10-12";84;27;68;608
"31";2;"2020-10-12";65;10;50;498
"32";0;"2020-10-12";14;2;29;102
"32";1;"2020-10-12";8;1;17;53
"32";2;"2020-10-12";6;1;12;48
"33";0;"2020-10-12";191;27;210;1366
"33";1;"2020-10-12";99;19;107;704
"33";2;"2020-10-12";89;8;101;655
"34";0;"2020-10-12";173;51;156;1018
"34";1;"2020-10-12";95;36;91;541
"34";2;"2020-10-12";77;15;64;470
"35";0;"2020-10-12";82;11;105;629
"35";1;"2020-10-12";44;9;55;351
"35";2;"2020-10-12";38;2;50;274
"36";0;"2020-10-12";12;4;82;206
"36";1;"2020-10-12";6;2;43;94
"36";2;"2020-10-12";6;2;39;111
"37";0;"2020-10-12";44;11;103;460
"37";1;"2020-10-12";27;8;65;206
"37";2;"2020-10-12";17;3;38;253
"38";0;"2020-10-12";185;32;191;1032
"38";1;"2020-10-12";94;22;111;512
"38";2;"2020-10-12";83;10;80;509
"39";0;"2020-10-12";15;1;61;342
"39";1;"2020-10-12";8;1;31;150
"39";2;"2020-10-12";6;0;30;190
"40";0;"2020-10-12";31;4;17;100
"40";1;"2020-10-12";16;2;11;56
"40";2;"2020-10-12";15;2;6;44
"41";0;"2020-10-12";17;1;70;370
"41";1;"2020-10-12";12;0;40;186
"41";2;"2020-10-12";5;1;30;183
"42";0;"2020-10-12";250;42;292;1252
"42";1;"2020-10-12";119;30;190;644
"42";2;"2020-10-12";129;11;102;607
"43";0;"2020-10-12";17;1;20;140
"43";1;"2020-10-12";8;1;13;59
"43";2;"2020-10-12";9;0;7;81
"44";0;"2020-10-12";87;12;189;896
"44";1;"2020-10-12";57;7;111;460
"44";2;"2020-10-12";29;5;78;435
"45";0;"2020-10-12";60;15;114;752
"45";1;"2020-10-12";37;10;72;388
"45";2;"2020-10-12";23;5;42;362
"46";0;"2020-10-12";5;1;22;74
"46";1;"2020-10-12";5;1;10;38
"46";2;"2020-10-12";0;0;12;36
"47";0;"2020-10-12";25;6;16;126
"47";1;"2020-10-12";12;4;13;68
"47";2;"2020-10-12";13;2;3;58
"48";0;"2020-10-12";12;0;5;35
"48";1;"2020-10-12";6;0;3;20
"48";2;"2020-10-12";6;0;2;15
"49";0;"2020-10-12";53;8;152;793
"49";1;"2020-10-12";31;6;96;384
"49";2;"2020-10-12";22;2;56;407
"50";0;"2020-10-12";21;1;55;208
"50";1;"2020-10-12";10;1;28;108
"50";2;"2020-10-12";11;0;27;98
"51";0;"2020-10-12";45;10;288;1135
"51";1;"2020-10-12";25;4;165;549
"51";2;"2020-10-12";20;6;121;574
"52";0;"2020-10-12";21;1;94;286
"52";1;"2020-10-12";11;1;46;139
"52";2;"2020-10-12";10;0;48;144
"53";0;"2020-10-12";11;0;49;274
"53";1;"2020-10-12";5;0;30;131
"53";2;"2020-10-12";6;0;19;138
"54";0;"2020-10-12";51;4;374;1380
"54";1;"2020-10-12";18;2;220;673
"54";2;"2020-10-12";33;2;153;699
"55";0;"2020-10-12";18;1;106;517
"55";1;"2020-10-12";11;1;59;258
"55";2;"2020-10-12";7;0;47;259
"56";0;"2020-10-12";86;6;102;481
"56";1;"2020-10-12";41;5;63;255
"56";2;"2020-10-12";44;0;39;225
"57";0;"2020-10-12";64;10;871;2734
"57";1;"2020-10-12";34;7;492;1374
"57";2;"2020-10-12";30;3;374;1351
"58";0;"2020-10-12";9;3;29;118
"58";1;"2020-10-12";5;2;17;43
"58";2;"2020-10-12";4;1;12;73
"59";0;"2020-10-12";500;85;752;3266
"59";1;"2020-10-12";241;57;407;1619
"59";2;"2020-10-12";244;24;341;1622
"60";0;"2020-10-12";115;16;440;1350
"60";1;"2020-10-12";67;12;252;658
"60";2;"2020-10-12";48;4;188;688
"61";0;"2020-10-12";22;3;49;291
"61";1;"2020-10-12";12;3;31;123
"61";2;"2020-10-12";10;0;18;166
"62";0;"2020-10-12";169;24;361;1697
"62";1;"2020-10-12";80;15;196;813
"62";2;"2020-10-12";87;9;164;872
"63";0;"2020-10-12";76;7;66;287
"63";1;"2020-10-12";39;4;40;148
"63";2;"2020-10-12";37;3;26;138
"64";0;"2020-10-12";56;8;42;325
"64";1;"2020-10-12";39;7;28;173
"64";2;"2020-10-12";17;1;14;151
"65";0;"2020-10-12";12;3;27;182
"65";1;"2020-10-12";6;1;14;89
"65";2;"2020-10-12";5;1;13;93
"66";0;"2020-10-12";31;5;40;332
"66";1;"2020-10-12";22;4;20;155
"66";2;"2020-10-12";9;1;20;177
"67";0;"2020-10-12";47;14;711;2927
"67";1;"2020-10-12";25;9;411;1550
"67";2;"2020-10-12";22;5;299;1366
"68";0;"2020-10-12";29;3;844;3262
"68";1;"2020-10-12";19;2;509;1694
"68";2;"2020-10-12";9;1;328;1555
"69";0;"2020-10-12";458;88;773;4063
"69";1;"2020-10-12";250;70;433;1964
"69";2;"2020-10-12";198;18;329;2054
"70";0;"2020-10-12";9;1;78;315
"70";1;"2020-10-12";3;0;52;167
"70";2;"2020-10-12";6;1;26;147
"71";0;"2020-10-12";59;5;222;885
"71";1;"2020-10-12";29;4;116;387
"71";2;"2020-10-12";28;1;106;495
"72";0;"2020-10-12";56;3;99;530
"72";1;"2020-10-12";27;2;56;262
"72";2;"2020-10-12";29;1;43;268
"73";0;"2020-10-12";47;4;88;492
"73";1;"2020-10-12";21;3;48;214
"73";2;"2020-10-12";26;1;40;278
"74";0;"2020-10-12";45;2;178;1020
"74";1;"2020-10-12";25;2;114;545
"74";2;"2020-10-12";20;0;64;469
"75";0;"2020-10-12";547;127;1930;7553
"75";1;"2020-10-12";310;96;1208;4211
"75";2;"2020-10-12";229;30;712;3295
"76";0;"2020-10-12";199;35;214;1051
"76";1;"2020-10-12";102;25;126;509
"76";2;"2020-10-12";91;10;87;536
"77";0;"2020-10-12";161;41;753;3223
"77";1;"2020-10-12";93;23;452;1775
"77";2;"2020-10-12";68;18;301;1433
"78";0;"2020-10-12";266;31;576;2888
"78";1;"2020-10-12";139;16;340;1517
"78";2;"2020-10-12";127;15;235;1364
"79";0;"2020-10-12";10;1;25;79
"79";1;"2020-10-12";6;1;12;42
"79";2;"2020-10-12";4;0;13;37
"80";0;"2020-10-12";69;17;245;816
"80";1;"2020-10-12";33;10;144;394
"80";2;"2020-10-12";34;6;101;413
"81";0;"2020-10-12";54;8;28;176
"81";1;"2020-10-12";25;8;11;87
"81";2;"2020-10-12";28;0;17;89
"82";0;"2020-10-12";28;8;10;81
"82";1;"2020-10-12";15;8;9;49
"82";2;"2020-10-12";12;0;1;32
"83";0;"2020-10-12";63;15;166;1230
"83";1;"2020-10-12";35;10;89;684
"83";2;"2020-10-12";26;5;75;540
"84";0;"2020-10-12";102;12;68;435
"84";1;"2020-10-12";54;11;48;240
"84";2;"2020-10-12";43;1;20;195
"85";0;"2020-10-12";13;4;45;320
"85";1;"2020-10-12";9;4;29;170
"85";2;"2020-10-12";4;0;16;148
"86";0;"2020-10-12";6;1;44;180
"86";1;"2020-10-12";5;0;27;97
"86";2;"2020-10-12";1;1;17;83
"87";0;"2020-10-12";45;4;41;174
"87";1;"2020-10-12";15;1;24;86
"87";2;"2020-10-12";30;3;17;87
"88";0;"2020-10-12";8;1;269;773
"88";1;"2020-10-12";5;1;155;385
"88";2;"2020-10-12";3;0;114;387
"89";0;"2020-10-12";25;4;95;458
"89";1;"2020-10-12";13;3;51;229
"89";2;"2020-10-12";12;1;43;228
"90";0;"2020-10-12";13;4;201;582
"90";1;"2020-10-12";7;2;112;314
"90";2;"2020-10-12";6;2;89;268
"91";0;"2020-10-12";204;49;664;3212
"91";1;"2020-10-12";115;37;358;1661
"91";2;"2020-10-12";75;11;303;1525
"92";0;"2020-10-12";396;70;1181;5755
"92";1;"2020-10-12";197;48;685;3105
"92";2;"2020-10-12";198;22;492;2631
"93";0;"2020-10-12";483;63;1099;4959
"93";1;"2020-10-12";279;49;673;2738
"93";2;"2020-10-12";199;12;422;2190
"94";0;"2020-10-12";442;61;1302;5267
"94";1;"2020-10-12";240;45;757;2688
"94";2;"2020-10-12";199;16;530;2542
"95";0;"2020-10-12";198;36;791;3300
"95";1;"2020-10-12";112;21;494;1842
"95";2;"2020-10-12";86;15;297;1449
"971";0;"2020-10-12";186;22;104;438
"971";1;"2020-10-12";110;15;62;260
"971";2;"2020-10-12";76;7;42;177
"972";0;"2020-10-12";52;19;24;147
"972";1;"2020-10-12";30;13;16;76
"972";2;"2020-10-12";22;6;8;71
"973";0;"2020-10-12";22;6;65;1746
"973";1;"2020-10-12";8;5;43;721
"973";2;"2020-10-12";14;1;22;1022
"974";0;"2020-10-12";54;11;24;428
"974";1;"2020-10-12";34;9;9;213
"974";2;"2020-10-12";19;2;15;214
"976";0;"2020-10-12";11;3;29;463
"976";1;"2020-10-12";9;3;18;216
"976";2;"2020-10-12";2;0;11;241
"01";0;"2020-10-13";45;8;115;530
"01";1;"2020-10-13";30;6;69;269
"01";2;"2020-10-13";15;2;46;259
"02";0;"2020-10-13";52;4;295;1208
"02";1;"2020-10-13";30;4;177;552
"02";2;"2020-10-13";22;0;116;651
"03";0;"2020-10-13";42;3;48;263
"03";1;"2020-10-13";17;1;26;113
"03";2;"2020-10-13";25;2;21;149
"04";0;"2020-10-13";15;3;17;169
"04";1;"2020-10-13";7;2;12;72
"04";2;"2020-10-13";8;1;5;97
"05";0;"2020-10-13";29;3;22;166
"05";1;"2020-10-13";13;3;11;87
"05";2;"2020-10-13";16;0;11;79
"06";0;"2020-10-13";136;21;231;1232
"06";1;"2020-10-13";69;12;124;610
"06";2;"2020-10-13";66;8;105;605
"07";0;"2020-10-13";21;7;121;474
"07";1;"2020-10-13";9;3;86;233
"07";2;"2020-10-13";12;4;34;239
"08";0;"2020-10-13";13;3;65;243
"08";1;"2020-10-13";8;3;40;114
"08";2;"2020-10-13";5;0;24;127
"09";0;"2020-10-13";14;5;3;47
"09";1;"2020-10-13";10;4;3;19
"09";2;"2020-10-13";4;1;0;28
"10";0;"2020-10-13";19;3;139;691
"10";1;"2020-10-13";12;3;89;363
"10";2;"2020-10-13";7;0;50;325
"11";0;"2020-10-13";12;4;63;266
"11";1;"2020-10-13";8;3;46;141
"11";2;"2020-10-13";4;1;17;125
"12";0;"2020-10-13";28;2;28;183
"12";1;"2020-10-13";13;2;18;89
"12";2;"2020-10-13";14;0;10;94
"13";0;"2020-10-13";576;146;731;5663
"13";1;"2020-10-13";351;109;422;2940
"13";2;"2020-10-13";223;36;307;2672
"14";0;"2020-10-13";61;17;91;426
"14";1;"2020-10-13";28;13;61;207
"14";2;"2020-10-13";33;4;30;219
"15";0;"2020-10-13";37;3;16;75
"15";1;"2020-10-13";17;2;11;41
"15";2;"2020-10-13";20;1;5;34
"16";0;"2020-10-13";6;2;16;74
"16";1;"2020-10-13";3;0;9;46
"16";2;"2020-10-13";2;1;7;26
"17";0;"2020-10-13";18;4;58;183
"17";1;"2020-10-13";10;3;39;104
"17";2;"2020-10-13";8;1;19;79
"18";0;"2020-10-13";21;3;100;235
"18";1;"2020-10-13";12;3;48;118
"18";2;"2020-10-13";9;0;52;116
"19";0;"2020-10-13";19;3;43;179
"19";1;"2020-10-13";5;2;31;98
"19";2;"2020-10-13";14;1;12;81
"21";0;"2020-10-13";48;11;264;1019
"21";1;"2020-10-13";24;7;151;473
"21";2;"2020-10-13";23;4;113;542
"22";0;"2020-10-13";17;2;43;263
"22";1;"2020-10-13";11;2;26;118
"22";2;"2020-10-13";6;0;17;145
"23";0;"2020-10-13";4;2;16;93
"23";1;"2020-10-13";4;2;8;51
"23";2;"2020-10-13";0;0;8;42
"24";0;"2020-10-13";18;1;14;118
"24";1;"2020-10-13";9;1;7;65
"24";2;"2020-10-13";9;0;7;53
"25";0;"2020-10-13";15;6;154;673
"25";1;"2020-10-13";7;3;87;345
"25";2;"2020-10-13";8;3;66;328
"26";0;"2020-10-13";52;11;135;592
"26";1;"2020-10-13";30;6;82;319
"26";2;"2020-10-13";21;4;53;273
"27";0;"2020-10-13";75;8;99;344
"27";1;"2020-10-13";33;5;50;172
"27";2;"2020-10-13";40;3;49;171
"28";0;"2020-10-13";41;9;148;654
"28";1;"2020-10-13";24;8;76;318
"28";2;"2020-10-13";15;1;70;317
"29";0;"2020-10-13";25;2;48;237
"29";1;"2020-10-13";14;2;29;131
"29";2;"2020-10-13";11;0;19;103
"2A";0;"2020-10-13";11;2;50;176
"2A";1;"2020-10-13";5;2;28;80
"2A";2;"2020-10-13";6;0;22;96
"2B";0;"2020-10-13";21;4;16;135
"2B";1;"2020-10-13";13;3;7;77
"2B";2;"2020-10-13";8;1;9;58
"30";0;"2020-10-13";91;27;116;495
"30";1;"2020-10-13";51;21;62;257
"30";2;"2020-10-13";39;6;54;238
"31";0;"2020-10-13";148;44;119;1139
"31";1;"2020-10-13";89;34;69;618
"31";2;"2020-10-13";58;10;50;519
"32";0;"2020-10-13";16;2;31;103
"32";1;"2020-10-13";11;1;17;53
"32";2;"2020-10-13";5;1;14;49
"33";0;"2020-10-13";195;28;213;1390
"33";1;"2020-10-13";103;20;107;719
"33";2;"2020-10-13";89;8;104;663
"34";0;"2020-10-13";183;50;159;1027
"34";1;"2020-10-13";96;32;94;545
"34";2;"2020-10-13";86;18;64;475
"35";0;"2020-10-13";84;13;105;632
"35";1;"2020-10-13";43;9;55;352
"35";2;"2020-10-13";41;4;50;276
"36";0;"2020-10-13";11;3;82;209
"36";1;"2020-10-13";8;1;43;94
"36";2;"2020-10-13";3;2;39;114
"37";0;"2020-10-13";39;13;103;468
"37";1;"2020-10-13";26;9;65;209
"37";2;"2020-10-13";13;4;38;258
"38";0;"2020-10-13";218;36;190;1041
"38";1;"2020-10-13";115;23;111;520
"38";2;"2020-10-13";95;13;79;512
"39";0;"2020-10-13";21;1;61;342
"39";1;"2020-10-13";11;1;31;150
"39";2;"2020-10-13";9;0;30;190
"40";0;"2020-10-13";37;4;17;101
"40";1;"2020-10-13";17;2;11;57
"40";2;"2020-10-13";20;2;6;44
"41";0;"2020-10-13";17;1;70;372
"41";1;"2020-10-13";12;0;40;187
"41";2;"2020-10-13";5;1;30;184
"42";0;"2020-10-13";252;40;293;1269
"42";1;"2020-10-13";117;29;191;653
"42";2;"2020-10-13";133;10;102;615
"43";0;"2020-10-13";16;3;20;144
"43";1;"2020-10-13";8;3;13;62
"43";2;"2020-10-13";8;0;7;82
"44";0;"2020-10-13";88;13;190;906
"44";1;"2020-10-13";58;7;112;466
"44";2;"2020-10-13";30;6;78;439
"45";0;"2020-10-13";59;14;114;753
"45";1;"2020-10-13";36;10;72;389
"45";2;"2020-10-13";23;4;42;362
"46";0;"2020-10-13";4;1;22;75
"46";1;"2020-10-13";4;1;10;39
"46";2;"2020-10-13";0;0;12;36
"47";0;"2020-10-13";24;5;16;130
"47";1;"2020-10-13";12;3;13;71
"47";2;"2020-10-13";12;2;3;59
"48";0;"2020-10-13";10;0;6;36
"48";1;"2020-10-13";4;0;4;20
"48";2;"2020-10-13";6;0;2;16
"49";0;"2020-10-13";53;9;154;796
"49";1;"2020-10-13";29;7;98;387
"49";2;"2020-10-13";24;2;56;407
"50";0;"2020-10-13";22;2;55;208
"50";1;"2020-10-13";10;1;28;108
"50";2;"2020-10-13";12;1;27;98
"51";0;"2020-10-13";47;10;288;1135
"51";1;"2020-10-13";26;4;165;549
"51";2;"2020-10-13";21;6;121;574
"52";0;"2020-10-13";21;1;94;286
"52";1;"2020-10-13";11;1;46;139
"52";2;"2020-10-13";10;0;48;144
"53";0;"2020-10-13";13;1;49;276
"53";1;"2020-10-13";5;0;30;131
"53";2;"2020-10-13";8;1;19;140
"54";0;"2020-10-13";47;7;374;1389
"54";1;"2020-10-13";18;3;220;674
"54";2;"2020-10-13";29;4;153;707
"55";0;"2020-10-13";20;1;106;518
"55";1;"2020-10-13";11;1;59;259
"55";2;"2020-10-13";9;0;47;259
"56";0;"2020-10-13";67;5;102;502
"56";1;"2020-10-13";34;4;63;263
"56";2;"2020-10-13";32;0;39;238
"57";0;"2020-10-13";65;11;871;2737
"57";1;"2020-10-13";33;8;492;1376
"57";2;"2020-10-13";31;3;374;1352
"58";0;"2020-10-13";11;3;29;119
"58";1;"2020-10-13";7;2;17;43
"58";2;"2020-10-13";4;1;12;74
"59";0;"2020-10-13";529;87;760;3315
"59";1;"2020-10-13";256;61;410;1643
"59";2;"2020-10-13";259;23;346;1646
"60";0;"2020-10-13";118;16;441;1353
"60";1;"2020-10-13";67;12;252;661
"60";2;"2020-10-13";50;4;189;688
"61";0;"2020-10-13";21;3;49;292
"61";1;"2020-10-13";13;3;31;123
"61";2;"2020-10-13";8;0;18;167
"62";0;"2020-10-13";186;28;362;1715
"62";1;"2020-10-13";90;20;197;820
"62";2;"2020-10-13";94;8;164;883
"63";0;"2020-10-13";77;8;68;292
"63";1;"2020-10-13";41;5;41;149
"63";2;"2020-10-13";36;3;27;142
"64";0;"2020-10-13";58;8;42;326
"64";1;"2020-10-13";39;7;28;174
"64";2;"2020-10-13";19;1;14;151
"65";0;"2020-10-13";12;3;27;182
"65";1;"2020-10-13";6;1;14;89
"65";2;"2020-10-13";5;1;13;93
"66";0;"2020-10-13";27;6;40;337
"66";1;"2020-10-13";20;5;20;157
"66";2;"2020-10-13";7;1;20;180
"67";0;"2020-10-13";51;11;713;2932
"67";1;"2020-10-13";28;7;412;1553
"67";2;"2020-10-13";23;4;300;1368
"68";0;"2020-10-13";32;5;844;3264
"68";1;"2020-10-13";22;4;509;1695
"68";2;"2020-10-13";9;1;328;1556
"69";0;"2020-10-13";494;97;776;4092
"69";1;"2020-10-13";277;76;434;1979
"69";2;"2020-10-13";206;20;331;2066
"70";0;"2020-10-13";10;1;78;316
"70";1;"2020-10-13";3;0;52;168
"70";2;"2020-10-13";7;1;26;147
"71";0;"2020-10-13";75;8;223;889
"71";1;"2020-10-13";40;7;117;388
"71";2;"2020-10-13";35;1;106;497
"72";0;"2020-10-13";56;3;99;535
"72";1;"2020-10-13";28;2;56;263
"72";2;"2020-10-13";28;1;43;272
"73";0;"2020-10-13";44;4;88;496
"73";1;"2020-10-13";19;3;48;217
"73";2;"2020-10-13";25;1;40;279
"74";0;"2020-10-13";44;4;178;1029
"74";1;"2020-10-13";27;3;114;549
"74";2;"2020-10-13";17;1;64;474
"75";0;"2020-10-13";583;133;1938;7597
"75";1;"2020-10-13";328;99;1215;4235
"75";2;"2020-10-13";247;33;713;3315
"76";0;"2020-10-13";203;36;214;1053
"76";1;"2020-10-13";106;27;126;510
"76";2;"2020-10-13";91;9;87;537
"77";0;"2020-10-13";172;47;754;3240
"77";1;"2020-10-13";100;28;452;1783
"77";2;"2020-10-13";72;19;302;1442
"78";0;"2020-10-13";272;32;584;2899
"78";1;"2020-10-13";153;18;345;1518
"78";2;"2020-10-13";119;14;238;1374
"79";0;"2020-10-13";6;1;25;84
"79";1;"2020-10-13";5;1;12;44
"79";2;"2020-10-13";1;0;13;40
"80";0;"2020-10-13";68;16;245;823
"80";1;"2020-10-13";31;10;144;398
"80";2;"2020-10-13";35;6;101;416
"81";0;"2020-10-13";60;6;28;177
"81";1;"2020-10-13";27;6;11;89
"81";2;"2020-10-13";32;0;17;88
"82";0;"2020-10-13";26;9;11;86
"82";1;"2020-10-13";14;7;10;51
"82";2;"2020-10-13";11;2;1;35
"83";0;"2020-10-13";64;15;166;1238
"83";1;"2020-10-13";35;9;89;687
"83";2;"2020-10-13";28;6;75;544
"84";0;"2020-10-13";119;13;70;438
"84";1;"2020-10-13";61;12;49;242
"84";2;"2020-10-13";53;1;21;196
"85";0;"2020-10-13";16;5;46;320
"85";1;"2020-10-13";9;4;30;170
"85";2;"2020-10-13";7;1;16;148
"86";0;"2020-10-13";6;1;44;181
"86";1;"2020-10-13";5;0;27;98
"86";2;"2020-10-13";1;1;17;83
"87";0;"2020-10-13";43;4;41;175
"87";1;"2020-10-13";14;1;24;86
"87";2;"2020-10-13";29;3;17;88
"88";0;"2020-10-13";7;2;269;775
"88";1;"2020-10-13";5;2;155;386
"88";2;"2020-10-13";2;0;114;388
"89";0;"2020-10-13";22;5;95;462
"89";1;"2020-10-13";11;3;51;231
"89";2;"2020-10-13";11;2;43;230
"90";0;"2020-10-13";16;6;201;583
"90";1;"2020-10-13";10;3;112;314
"90";2;"2020-10-13";6;3;89;269
"91";0;"2020-10-13";216;54;665;3223
"91";1;"2020-10-13";125;41;359;1666
"91";2;"2020-10-13";75;12;303;1531
"92";0;"2020-10-13";405;73;1182;5784
"92";1;"2020-10-13";209;51;685;3122
"92";2;"2020-10-13";195;22;493;2643
"93";0;"2020-10-13";468;75;1102;5034
"93";1;"2020-10-13";276;58;675;2776
"93";2;"2020-10-13";187;14;423;2225
"94";0;"2020-10-13";429;61;1305;5316
"94";1;"2020-10-13";227;46;758;2720
"94";2;"2020-10-13";199;15;532;2559
"95";0;"2020-10-13";205;36;793;3332
"95";1;"2020-10-13";117;22;495;1859
"95";2;"2020-10-13";88;14;298;1464
"971";0;"2020-10-13";187;23;107;456
"971";1;"2020-10-13";112;16;64;271
"971";2;"2020-10-13";75;7;43;184
"972";0;"2020-10-13";52;19;24;147
"972";1;"2020-10-13";30;13;16;76
"972";2;"2020-10-13";22;6;8;71
"973";0;"2020-10-13";19;5;65;1753
"973";1;"2020-10-13";6;4;43;724
"973";2;"2020-10-13";13;1;22;1026
"974";0;"2020-10-13";50;11;24;435
"974";1;"2020-10-13";34;9;9;216
"974";2;"2020-10-13";15;2;15;218
"976";0;"2020-10-13";10;3;29;464
"976";1;"2020-10-13";9;3;18;216
"976";2;"2020-10-13";1;0;11;242
"01";0;"2020-10-14";44;8;116;531
"01";1;"2020-10-14";29;6;70;270
"01";2;"2020-10-14";15;2;46;259
"02";0;"2020-10-14";60;6;295;1209
"02";1;"2020-10-14";32;4;177;553
"02";2;"2020-10-14";28;2;116;651
"03";0;"2020-10-14";51;4;48;262
"03";1;"2020-10-14";19;1;26;113
"03";2;"2020-10-14";31;3;21;148
"04";0;"2020-10-14";14;3;17;169
"04";1;"2020-10-14";6;2;12;72
"04";2;"2020-10-14";8;1;5;97
"05";0;"2020-10-14";31;3;23;167
"05";1;"2020-10-14";16;3;11;87
"05";2;"2020-10-14";15;0;12;80
"06";0;"2020-10-14";146;21;231;1238
"06";1;"2020-10-14";74;12;124;613
"06";2;"2020-10-14";71;8;105;608
"07";0;"2020-10-14";28;6;121;476
"07";1;"2020-10-14";12;2;86;234
"07";2;"2020-10-14";16;4;34;240
"08";0;"2020-10-14";13;4;65;246
"08";1;"2020-10-14";9;4;40;115
"08";2;"2020-10-14";4;0;24;129
"09";0;"2020-10-14";15;6;3;47
"09";1;"2020-10-14";11;5;3;19
"09";2;"2020-10-14";4;1;0;28
"10";0;"2020-10-14";18;3;139;693
"10";1;"2020-10-14";10;3;89;365
"10";2;"2020-10-14";8;0;50;325
"11";0;"2020-10-14";12;5;64;267
"11";1;"2020-10-14";8;4;47;142
"11";2;"2020-10-14";4;1;17;125
"12";0;"2020-10-14";32;3;29;183
"12";1;"2020-10-14";16;3;18;89
"12";2;"2020-10-14";15;0;11;94
"13";0;"2020-10-14";579;143;737;5719
"13";1;"2020-10-14";343;109;427;2973
"13";2;"2020-10-14";234;33;308;2695
"14";0;"2020-10-14";63;18;92;431
"14";1;"2020-10-14";28;13;62;209
"14";2;"2020-10-14";35;5;30;222
"15";0;"2020-10-14";41;4;16;77
"15";1;"2020-10-14";17;3;11;42
"15";2;"2020-10-14";24;1;5;35
"16";0;"2020-10-14";4;2;18;74
"16";1;"2020-10-14";3;1;10;46
"16";2;"2020-10-14";1;1;8;26
"17";0;"2020-10-14";28;4;59;185
"17";1;"2020-10-14";15;3;40;105
"17";2;"2020-10-14";13;1;19;80
"18";0;"2020-10-14";21;3;101;236
"18";1;"2020-10-14";13;3;49;118
"18";2;"2020-10-14";8;0;52;117
"19";0;"2020-10-14";20;3;43;180
"19";1;"2020-10-14";5;2;31;99
"19";2;"2020-10-14";15;1;12;81
"21";0;"2020-10-14";49;12;267;1022
"21";1;"2020-10-14";27;8;152;474
"21";2;"2020-10-14";21;4;115;544
"22";0;"2020-10-14";17;2;43;265
"22";1;"2020-10-14";12;2;26;118
"22";2;"2020-10-14";5;0;17;147
"23";0;"2020-10-14";4;2;16;94
"23";1;"2020-10-14";3;1;8;52
"23";2;"2020-10-14";1;1;8;42
